"Code","Title","Platform","Is Low Cost","Is Missed Opportunity","Judgement","Impact","Impact Score","Notes","Topic","Review Tool Link","Selected scenarios"
"#634D","Use IP Geotargeting to Suggest the Nearest Store for In-Store Pickup","Desktop","No","No","Not Yet Rated",,,,"Desktop Web > Cart & Checkout > Shipping & Fulfillment","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e5503288/assessments/_2dtZKts",
"#2329D","Always Provide a Map in the Store Locator Feature","Desktop","No","No","Not Yet Rated",,,,"Desktop Web > Cart & Checkout > Shipping & Fulfillment","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e5503288/assessments/k9f0i3w5",
"#2326D","Ensure the Store Locator Indicates the Stock Status of Items Selected for Pickup","Desktop","No","No","Not Yet Rated",,,,"Desktop Web > Cart & Checkout > Shipping & Fulfillment","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e5503288/assessments/hafqksrp",
"#671D","Always Provide One or More Third-Party Payment Options","Desktop","No","No","Not Yet Rated",,,,"Desktop Web > Cart & Checkout > Payment Flow & Methods","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/7c22e089/assessments/vw_fNtH9",
"#2363D","Avoid Automatically Funneling Users into Third-Party Payment Flows","Desktop","No","No","Not Yet Rated",,,,"Desktop Web > Cart & Checkout > Payment Flow & Methods","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/7c22e089/assessments/o5o5l6he",
"#2340D","Consider Autoapplying Discounts and Applicable Promo Codes When Possible","Desktop","No","No","Not Yet Rated",,,,"Desktop Web > Cart & Checkout > Payment Flow & Methods","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/7c22e089/assessments/wobc0tlv",
"#615D","Always Hide Coupon & Promotional Fields Behind a Link","Desktop","Yes","Yes","Not Yet Rated",,,,"Desktop Web > Cart & Checkout > Payment Flow & Methods","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/7c22e089/assessments/l4dauRhN",
"#672D","Dynamically Update the Primary Button  at the Payment Step for Third-Party Payment Selections","Desktop","Yes","No","Not Yet Rated",,,,"Desktop Web > Cart & Checkout > Payment Flow & Methods","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/7c22e089/assessments/XbE7S-ZH",
"#586D","Use Precise Primary Button Microcopy that Clarifies if a Credit Card Order Will Be Finalized at the Payment Step","Desktop","Yes","No","Not Yet Rated",,,,"Desktop Web > Cart & Checkout > Payment Flow & Methods","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/7c22e089/assessments/cRiCW5xn",
"#721D","Check Credit Card Validity as Users Submit the Payment Step","Desktop","No","No","Not Yet Rated",,,,"Desktop Web > Cart & Checkout > Payment Flow & Methods","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/7c22e089/assessments/0PtLoxEaZ",
"#2378D","Provide Payment Schedule, Interest Rate, and Credit Score Information for Financing Options","Desktop","No","No","Not Yet Rated",,,,"Desktop Web > Cart & Checkout > Payment Flow & Methods","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/7c22e089/assessments/6zvjb6wn",
"#2381D","Provide a Scannable Summary of Key Financing Details","Desktop","No","No","Not Yet Rated",,,,"Desktop Web > Cart & Checkout > Payment Flow & Methods","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/7c22e089/assessments/e5kcmpc5",
"#582D","Luhn Validate the Credit Card Number Field","Desktop","No","Yes","Not Yet Rated",,,,"Desktop Web > Cart & Checkout > Payment Flow & Methods","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/7c22e089/assessments/VN92ukYI",
"#594D","Autoformat Sp​aces in the “Credit Card Number” Field","Desktop","No","Yes","Not Yet Rated",,,,"Desktop Web > Cart & Checkout > Payment Flow & Methods","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/7c22e089/assessments/HkWSFDaE",
"#2441D","Support Users Entering Data from a Physical Credit Card","Desktop","No","No","Not Yet Rated",,,,"Desktop Web > Cart & Checkout > Payment Flow & Methods","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/7c22e089/assessments/3egzgi4i",
"#2387D","Always Provide an Order Review Step for Multistep Checkouts","Desktop","No","No","Not Yet Rated",,,,"Desktop Web > Cart & Checkout > Order Review & Confirmation","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e4aa902b/assessments/cutulz1b",
"#552D","For Multistep Checkouts, Allow Users to Edit Data Directly at the Review Step","Desktop","No","No","Not Yet Rated",,,,"Desktop Web > Cart & Checkout > Order Review & Confirmation","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e4aa902b/assessments/d9-wS3BY",
"#556D","Have a ""Place Order"" Button Above the Fold at the Review Step","Desktop","Yes","No","Not Yet Rated",,,,"Desktop Web > Cart & Checkout > Order Review & Confirmation","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e4aa902b/assessments/KJ5AxzVm",
"#2384D","Avoid Presenting Important New Information at the Review Step","Desktop","No","No","Not Yet Rated",,,,"Desktop Web > Cart & Checkout > Order Review & Confirmation","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e4aa902b/assessments/13buu0i4",
"#551D","Ensure the Order Review Step Provides a Comprehensive Summary of Users’ Order Information","Desktop","No","No","Not Yet Rated",,,,"Desktop Web > Cart & Checkout > Order Review & Confirmation","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e4aa902b/assessments/CLT73Cjo",
"#606D","Use an ""Enclosed Checkout"" Design","Desktop","No","No","Not Applicable",,,"","Desktop Web > Cart & Checkout > General Form Design & Checkout Layout","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/51452fb8/assessments/l-fvKCUF",""
"#613D","Always Implement Process Steps as Links","Desktop","No","No","Not Applicable",,,"","Desktop Web > Cart & Checkout > General Form Design & Checkout Layout","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/51452fb8/assessments/OiYhV2p0",""
"#668D","Minimize the Number of Form Fields Users See by Default","Desktop","No","No","Not Applicable",,,"","Desktop Web > Cart & Checkout > General Form Design & Checkout Layout","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/51452fb8/assessments/T-sqH58I","No extraneous fields are present in the forms during the checkout process"
"#681D","Provide Tooltips for Unconventional Features, Fields, or Selections","Desktop","Yes","No","Not Applicable",,,"","Desktop Web > Cart & Checkout > Form Field Usability & Design","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e12b1453/assessments/2sLPjupOJn","Only common checkout fields/features/selections are present"
"#568D","Prefill Repeated Fields Based on Users’ Previous Inputs","Desktop","Yes","Yes","Not Applicable",,,"","Desktop Web > Cart & Checkout > Form Field Usability & Design","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e12b1453/assessments/ZxyDJGKdX","No repeated fields are present during checkout"
"#252D","Have Direct Links to ""Return Policy"" and ""Shipping Info"" in the Footer","Desktop","Yes","Yes","Not Applicable",,,"","Desktop Web > Site-Wide Features","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/e908fb90/assessments/-Q42RpwoxK",""
"#239M","Consider Using IP Geotargeting to Select Country and Language ","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Homepage & Category Navigation > Mobile Homepage","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/8d7e4818/assessments/z3G4n_mGK","No local site versions exist"
"#996M","Visually Differentiate Elements of the Mobile Main Navigation Menu Based on Their Importance","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Homepage & Category Navigation > Mobile Main Navigation","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/55c2b50c/assessments/Xk-KbP89K","No different ""groups"" of paths exist"
"#1666M","Consider Having a “Best Sellers” Category","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Homepage & Category Navigation > Mobile Category Taxonomy & Intermediary Category Pages","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/31db2a2e/assessments/hNo9AUOEhM","No ""Best Sellers"" category is available"
"#251M","Consider Having a ""New In"" Filter-Based Category","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Homepage & Category Navigation > Mobile Category Taxonomy & Intermediary Category Pages","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/31db2a2e/assessments/4JqI8Fa4B","No ""New Arrivals"" option present"
"#341M","Support Users Searching for Compatible Products ","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile On-Site Search > Mobile Search Query Types","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/28038e11/assessments/CCwc7S9Qg8u","""Compatibility"" search is not relevant to the industry"
"#338M","Offer Solutions and Remedies for ""Symptom"" Search Terms","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile On-Site Search > Mobile Search Query Types","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/28038e11/assessments/BeHhMbA0Kh","No products that may serve as a solution to the specific problem are sold"
"#356M","Prioritize and Visually Distinguish Query Autocomplete Suggestions from Product Suggestions","Mobile Web","Yes","No","Not Applicable",,,"","Mobile Web > Mobile On-Site Search > Mobile Search Form & Autocomplete","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/a443569c/assessments/ozFlwjlk","Only search query suggestions are shown "
"#934M","Ensure That Mobile On-Site Search Is Prominently Displayed and Highly Visible","Mobile Web","No","No","Not Applicable",,,,"Mobile Web > Mobile On-Site Search > Mobile Search Form & Autocomplete","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/a443569c/assessments/4ef1W7PlZg","Search is not relevant"
"#386M","Adjust Product Thumbnails to Match the Color Searched For","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile On-Site Search > Mobile Search Results Layout & Filtering","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/475882d5/assessments/ZdyZH837w","No products with color variations are available"
"#402M","Ensure All Filters Provided are Relevant to Search Queries","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile On-Site Search > Mobile Search Results Layout & Filtering","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/475882d5/assessments/1yeFWpSpm","Only generic sitewide filters are suggested on the search results page"
"#421M","Combine Variations of Products in One Item in Product Lists and Search Results","Mobile Web","No","Yes","Not Applicable",,,"","Mobile Web > Mobile Product Lists & Filtering > Mobile List Layout","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/ade4a422/assessments/J3J1K54s3","No product variations and/or no visual product variations are present"
"#2269M","Always Use a “List View” for Product Lists and Search Results Containing Spec-Heavy Product Types","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Lists & Filtering > Mobile List Layout","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/ade4a422/assessments/lpw1yr4a","Not only spec-driven products are being sold"
"#533M","Dynamically Adapt Product List and Search Results Layouts to a “List View” or “Grid View” for Mixed Product Catalogs","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Lists & Filtering > Mobile List Layout","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/ade4a422/assessments/nyYwLyn6rw","No mixed product catalog is present"
"#1071M","Avoid Overly Prominent  ""Featured Products"" or Sitewide Promos in Mobile Product Lists","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Lists & Filtering > Mobile List Layout","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/ade4a422/assessments/qj-8AqWa2","No ""Featured Products"" or sitewide promotions are present"
"#2167M","Avoid ""Endless Scrolling"" as a Product-Loading Schema","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Lists & Filtering > Mobile List Layout","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/ade4a422/assessments/a1t2h5qs","No ""Endless Scrolling"" is used to load additional products"
"#501M","Consider Using “Load More” as the Loading Schema For Product Lists and Search Results","Mobile Web","No","Yes","Not Yet Rated",,,,"Mobile Web > Mobile Product Lists & Filtering > Mobile List Layout","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/ade4a422/assessments/vpghOavTn",
"#504M","If Using “Pagination” as the Loading Schema, Ensure Pagination Links Are Highly Visible and Easy to Select ","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Lists & Filtering > Mobile List Layout","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/ade4a422/assessments/vl7pttla","No ""Pagination"" is used to load additional products"
"#452M","Always Show Prices in Product List Items And Search Results","Mobile Web","Yes","No","Not Applicable",,,"","Mobile Web > Mobile Product Lists & Filtering > Mobile List Item Info & Thumbnails","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/3f36941b/assessments/Xzn6QLHvx",""
"#2369M","If an Extended Delivery Date Isn’t Available, Always Inform Users in Product Lists And Search Results if Items Are “Out of Stock”","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Lists & Filtering > Mobile List Item Info & Thumbnails","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/3f36941b/assessments/4x1v43i1","No clearly labeled out-of-stock products can be easily found in the product list or search results · No out-of-stock products are present"
"#528M","Consider Providing an Extended Delivery Date in Product List Items And Search Results for Products Temporarily ""Out of Stock""","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Lists & Filtering > Mobile List Item Info & Thumbnails","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/3f36941b/assessments/G6VAAK1J0e","No clearly labeled out-of-stock products present · No products in the list provide special availability information"
"#448M","Always Make Separate List Item Info Elements in Product Lists And Search Results Visually Distinct","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Lists & Filtering > Mobile List Item Info & Thumbnails","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/3f36941b/assessments/U5Y5NiwFz","Only simple product information present"
"#2284M","Always Include the User Ratings Average in List Items And Search Results","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Lists & Filtering > Mobile List Item Info & Thumbnails","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/3f36941b/assessments/mcd6t42m","No user reviews are supported"
"#441M","Always Show the Number of User Ratings in List Items","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Lists & Filtering > Mobile List Item Info & Thumbnails","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/3f36941b/assessments/1CMPwe0c8","No user reviews are supported"
"#446M","Display ""Price Per Unit"" For Multiquantity Items","Mobile Web","No","Yes","Not Applicable",,,"","Mobile Web > Mobile Product Lists & Filtering > Mobile List Item Info & Thumbnails","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/3f36941b/assessments/q2GEoQCJtJ0","No products come in multiple quantities"
"#445M","Always Ensure Thumbnails in Product Lists Or Search Results Make It Clear the Quantity of Products Included in Multipack Items","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Lists & Filtering > Mobile List Item Info & Thumbnails","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/3f36941b/assessments/GqTLmlPJA","No multipack items are available"
"#2323M","Consider Using an “Included Accessories” Thumbnail in Relevant List Items and Search Results","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Lists & Filtering > Mobile List Item Info & Thumbnails","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/3f36941b/assessments/j9r7eyyy",""
"#447M","Consider Using Labels and Badges to Selectively Highlight Unique Purchasing Attributes in List Items","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Lists & Filtering > Mobile List Item Features","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/bcdbc307/assessments/A7_FxxZo3C","No labels are used"
"#1032M","Consider Implementing ""Quick Views"" on Mobile ","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Lists & Filtering > Mobile List Item Features","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/bcdbc307/assessments/MgqdddNTS","No ""Quick Views"" are available"
"#1191M","Have a “Sales” or “Deals” Filter Type","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Lists & Filtering > Mobile Available Filters & Sorting","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/bd9ee16c/assessments/8bvKSBROi","Sales or deals are not available in the product catalog at all"
"#417M","Allow Users to Filter by “Product Status” Where Relevant","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Lists & Filtering > Mobile Available Filters & Sorting","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/bd9ee16c/assessments/88NkWanvI","No product status information is provided for products"
"#511M","Always Allow Users to Sort Product Lists and Search Results by “Price”, “User Rating”, “Best-Selling”, and “Newest”","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Lists & Filtering > Mobile Available Filters & Sorting","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/bd9ee16c/assessments/x88wNEXO4","No sorting feature is available at all · Sorting feature is not relevant "
"#517M","Use Both Ratings Average and Number of Ratings when Sorting by ""User Ratings""","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Lists & Filtering > Mobile Available Filters & Sorting","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/bd9ee16c/assessments/LNlB1_Em8","No sorting feature is available or no user ratings exist"
"#1126M","Enable Mobile Users to Search Long Lists of Filter Options","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Lists & Filtering > Mobile Filtering Interface, Scope & Logic","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/6c5e724b/assessments/mVPyADzv8","No filter types with long lists of filter options are present "
"#433M","Always Explain Industry-Specific Filters","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Lists & Filtering > Mobile Filtering Interface, Scope & Logic","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/6c5e724b/assessments/4COAudsVX","No industry-specific filters are present"
"#745M","Always Provide an “Included Accessories” Image for Relevant Products","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Page > Mobile Product Images: Gallery UI, Videos & 360-Views","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/540032a2/assessments/dIKoObIdV","No products that include any accessories in the price are sold"
"#774M","Always Use Thumbnails to Represent Additional Product Images","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Page > Mobile Product Images: Gallery UI, Videos & 360-Views","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/540032a2/assessments/hu6ILL_-c","No additional product images are available "
"#1217M","Ensure the Main Product Image, Swatches, and Thumbnails are Visible in the Same Mobile Viewport","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Page > Mobile Product Images: Gallery UI, Videos & 360-Views","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/540032a2/assessments/D4QrppZcs","Products come in multiple visual variations · No visual product variations are interlinked on the product page"
"#761M"," Consider Providing a 360-View Feature","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Page > Mobile Product Images: Gallery UI, Videos & 360-Views","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/540032a2/assessments/yDuOB4fdS","No 360-view feature is available"
"#2510M","Always Provide a ""Dimensions"" Image for Relevant Products","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Page > Mobile Product Images: Gallery UI, Videos & 360-Views","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/540032a2/assessments/38npgoae","No products are presented for which exact measurements are typically required"
"#791M","Style the Primary “Add to Cart” Button to Be Unique and Prominent","Mobile Web","Yes","No","Not Applicable",,,"","Mobile Web > Mobile Product Page > Mobile The ""Buy"" Section, Shipping & Returns","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/002344dc/assessments/JLmzE4hsz",""
"#795M","Allow Users to Purchase “Out of Stock” Products by Increasing the Delivery Time","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Page > Mobile The ""Buy"" Section, Shipping & Returns","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/002344dc/assessments/D5TyBw2xH","No temporarily out of stock products are available"
"#798M","How to Implement 'Save' Features","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Page > Mobile The ""Buy"" Section, Shipping & Returns","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/002344dc/assessments/NsQM_lpa","No ""Save"" feature is available"
"#825M","Provide a “Total Order Cost” Estimate Near the “Buy” Section ","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Page > Mobile The ""Buy"" Section, Shipping & Returns","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/002344dc/assessments/wrI5XZmcG",""
"#826M","Make the Essential Conditions for “Free Shipping” Offers Visible by Default","Mobile Web","Yes","No","Not Applicable",,,"","Mobile Web > Mobile Product Page > Mobile The ""Buy"" Section, Shipping & Returns","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/002344dc/assessments/fPPDrC8WA",""
"#803M","Display or Link to the Return Policy from the Main Product Page Content","Mobile Web","Yes","No","Not Applicable",,,"","Mobile Web > Mobile Product Page > Mobile The ""Buy"" Section, Shipping & Returns","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/002344dc/assessments/ERpgd2G18",""
"#802M","Provide an Estimated Delivery Date or Range Near the “Buy” Section","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Page > Mobile The ""Buy"" Section, Shipping & Returns","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/002344dc/assessments/c2vJWHBVN",""
"#1501M","Make Return Policies Easy to Read and Understand","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Page > Mobile The ""Buy"" Section, Shipping & Returns","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/002344dc/assessments/RGPvKzU-V",""
"#840M","Explain or Define Most Specification Labels in the Spec Sheet","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Page > Mobile Product Descriptions, Specs & Variations","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/a7e03826/assessments/yz58xpMEu","No spec sheet present"
"#835M","How to Improve the Scannability of the Spec Sheet","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Page > Mobile Product Descriptions, Specs & Variations","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/a7e03826/assessments/3Vzj8QWz6","No spec sheet is available"
"#839M","Harmonize Vendor-Supplied Specs to Ensure Consistency and Uniformity","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Page > Mobile Product Descriptions, Specs & Variations","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/a7e03826/assessments/5D3ZQEIlS","No spec sheets are available"
"#857M","Always Append the “Unit of Measure” to All Numerical Spec Values","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Page > Mobile Product Descriptions, Specs & Variations","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/a7e03826/assessments/7XLTtBrW9","No spec sheet is available"
"#2676M","Always Provide Detailed Assembly Information for Furniture Products","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Page > Mobile Product Descriptions, Specs & Variations","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/a7e03826/assessments/1ggw0sbr","No furniture products that may require assembly are available"
"#819M","Display Warranty Upgrades Directly on the Product Details Page","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Page > Mobile Cross-Sells & Auxiliary Content","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/0c031079/assessments/S-W8id6BT","No extended service plans and/or warranty upgrades are suggested"
"#743M","Never Have an Account Wall for Submitting Product Reviews","Mobile Web","No","Yes","Not Applicable",,,"","Mobile Web > Mobile Product Page > Mobile User Reviews","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/bb0af0bb/assessments/LzoCE0d-","No user reviews are supported"
"#750M","Provide a Ratings Distribution Chart at the Top of the Review Section","Mobile Web","No","Yes","Not Applicable",,,"","Mobile Web > Mobile Product Page > Mobile User Reviews","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/bb0af0bb/assessments/LNYIiche","No user reviews are supported"
"#749M","Implement Ratings Distribution Chart  ‘Stars’ as Filters","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Page > Mobile User Reviews","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/bb0af0bb/assessments/qxiwUAZ4","No user reviews are supported"
"#748M","Request Only Highly Relevant Personal Reviewer Info in Review Submission Forms","Mobile Web","No","Yes","Not Applicable",,,"","Mobile Web > Mobile Product Page > Mobile User Reviews","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/bb0af0bb/assessments/xEsYquKoSVr","No user reviews are supported"
"#1127M","Make the Reviews Sort Tool Prominent and Easily Findable","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Page > Mobile User Reviews","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/bb0af0bb/assessments/uV3UYwB9S","No user reviews are supported"
"#786M","Display a Clickable Ratings Average at the Top of the Product Page","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Page > Mobile User Reviews","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/bb0af0bb/assessments/8WZgZP103","No user reviews are supported"
"#1161M","Provide Key Review Attributes","Mobile Web","No","No","Not Applicable",,,"","Mobile Web > Mobile Product Page > Mobile User Reviews","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/bb0af0bb/assessments/xJprqTMc0","No user reviews are supported"
"#732M","Always Provide the Full Order Cost, or an Estimate, in the Cart","Mobile Web","No","Yes","Not Yet Rated",,,,"Mobile Web > Mobile Cart & Checkout > Mobile Shopping Cart","https://review-tool.baymard.com/reviews/Pn6BlyGCAJEWjeXOzxA5/parts/ee6e1406/assessments/XA__Qgf5M",
